timestamp,time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,jetson_clocks,nvp model
2025-07-20 15:47:47,2025-07-20 15:47:47.031954,"1 day, 4:07:40.950000",10,8,6,6,0.48147150353494433,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.5,37.0,36.5,37.5,OFF,MAXN
2025-07-20 15:47:48,2025-07-20 15:47:48.040297,"1 day, 4:07:41.950000",55,21,6,24,0.48097429365492844,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,38.25,OFF,MAXN
2025-07-20 15:47:49,2025-07-20 15:47:49.041941,"1 day, 4:07:42.950000",7,9,10,6,0.4809901409817815,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,35.5,38.0,OFF,MAXN
2025-07-20 15:47:50,2025-07-20 15:47:50.042875,"1 day, 4:07:43.960000",12,11,9,4,0.48109711043803993,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.0,37.0,36.0,37.75,OFF,MAXN
2025-07-20 15:47:51,2025-07-20 15:47:51.044509,"1 day, 4:07:44.960000",10,13,9,8,0.4813407630884063,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,36.5,35.5,38.0,OFF,MAXN
2025-07-20 15:47:52,2025-07-20 15:47:52.046096,"1 day, 4:07:45.960000",10,12,9,6,0.4812179463052948,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,38.5,36.5,36.0,37.75,OFF,MAXN
2025-07-20 15:47:53,2025-07-20 15:47:53.047876,"1 day, 4:07:46.960000",12,13,6,6,0.48152498826307355,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.0,37.0,35.5,37.5,OFF,MAXN
2025-07-20 15:47:54,2025-07-20 15:47:54.049993,"1 day, 4:07:47.960000",9,10,10,6,0.4812179463052948,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,37.75,OFF,MAXN
2025-07-20 15:47:55,2025-07-20 15:47:55.051666,"1 day, 4:07:48.960000",13,16,6,6,0.4812793546968505,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,37.75,OFF,MAXN
2025-07-20 15:47:56,2025-07-20 15:47:56.053274,"1 day, 4:07:49.960000",9,15,9,6,0.4809881600659249,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,38.5,36.5,36.0,38.0,OFF,MAXN
2025-07-20 15:47:57,2025-07-20 15:47:57.054622,"1 day, 4:07:50.970000",11,11,8,9,0.4812179463052948,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,37.75,OFF,MAXN
2025-07-20 15:47:58,2025-07-20 15:47:58.056245,"1 day, 4:07:51.970000",9,11,8,6,0.48140217147996206,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.0,37.0,36.0,37.5,OFF,MAXN
2025-07-20 15:47:59,2025-07-20 15:47:59.057845,"1 day, 4:07:52.970000",10,15,11,7,0.48133680125669304,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,38.5,36.5,36.0,38.0,OFF,MAXN
2025-07-20 15:48:00,2025-07-20 15:48:00.058630,"1 day, 4:07:53.970000",9,14,12,7,0.4810297592989143,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,36.5,36.0,38.0,OFF,MAXN
2025-07-20 15:48:01,2025-07-20 15:48:01.060293,"1 day, 4:07:54.970000",8,14,9,10,0.48109909135389656,0.005900172101163816,0,0.0,21.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.0,36.5,36.0,37.5,OFF,MAXN
2025-07-20 15:48:02,2025-07-20 15:48:02.061840,"1 day, 4:07:55.970000",10,10,8,8,0.48090694251580274,0.005900172101163816,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,38.0,OFF,MAXN
2025-07-20 15:48:03,2025-07-20 15:48:03.065029,"1 day, 4:07:56.970000",10,16,10,4,0.4811525760820258,0.005899403449248605,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,38.0,OFF,MAXN
2025-07-20 15:48:04,2025-07-20 15:48:04.070816,"1 day, 4:07:57.980000",10,15,9,8,0.481025797467201,0.005899403449248605,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,38.0,OFF,MAXN
2025-07-20 15:48:05,2025-07-20 15:48:05.072497,"1 day, 4:07:58.980000",13,11,6,5,0.48114861425031247,0.005899403449248605,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,37.75,OFF,MAXN
2025-07-20 15:48:06,2025-07-20 15:48:06.074158,"1 day, 4:07:59.980000",11,14,6,8,0.48121002264186824,0.005899403449248605,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-20 15:48:07,2025-07-20 15:48:07.075947,"1 day, 4:08:00.980000",14,14,8,8,0.48126945011756733,0.005899403449248605,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,38.0,OFF,MAXN
2025-07-20 15:48:08,2025-07-20 15:48:08.077634,"1 day, 4:08:01.980000",9,14,6,8,0.4815210264313603,0.005894791537757335,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,37.75,OFF,MAXN
2025-07-20 15:48:09,2025-07-20 15:48:09.079597,"1 day, 4:08:02.980000",11,15,6,7,0.4814596180398045,0.005894791537757335,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-20 15:48:10,2025-07-20 15:48:10.081378,"1 day, 4:08:03.990000",12,13,10,5,0.48147546536665764,0.005894791537757335,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.5,38.0,OFF,MAXN
2025-07-20 15:48:11,2025-07-20 15:48:11.082617,"1 day, 4:08:04.990000",10,13,10,10,0.48163591955104523,0.005894022885842123,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,38.0,OFF,MAXN
2025-07-20 15:48:12,2025-07-20 15:48:12.084252,"1 day, 4:08:05.990000",16,16,6,7,0.48151310276793374,0.005894022885842123,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,36.5,36.0,37.75,OFF,MAXN
2025-07-20 15:48:13,2025-07-20 15:48:13.086016,"1 day, 4:08:06.990000",11,11,8,7,0.48151310276793374,0.005894022885842123,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,36.5,36.0,37.75,OFF,MAXN
2025-07-20 15:48:14,2025-07-20 15:48:14.087999,"1 day, 4:08:07.990000",12,16,8,9,0.48150914093622044,0.005894022885842123,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,37.75,OFF,MAXN
2025-07-20 15:48:15,2025-07-20 15:48:15.089645,"1 day, 4:08:08.990000",11,14,8,10,0.4813249157615532,0.005893254233926912,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,37.75,OFF,MAXN
2025-07-20 15:48:16,2025-07-20 15:48:16.090638,"1 day, 4:08:10",12,13,4,7,0.48152498826307355,0.005893254233926912,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,37.75,OFF,MAXN
2025-07-20 15:48:17,2025-07-20 15:48:17.092265,"1 day, 4:08:11",15,12,8,9,0.4813249157615532,0.005893254233926912,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-20 15:48:18,2025-07-20 15:48:18.093944,"1 day, 4:08:12",11,14,5,8,0.4812020989784417,0.005893254233926912,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,37.75,OFF,MAXN
2025-07-20 15:48:19,2025-07-20 15:48:19.095677,"1 day, 4:08:13",11,12,11,7,0.48144575162880804,0.005893254233926912,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-20 15:48:20,2025-07-20 15:48:20.097349,"1 day, 4:08:14",14,9,7,8,0.48144575162880804,0.005893254233926912,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,38.0,OFF,MAXN
2025-07-20 15:48:21,2025-07-20 15:48:21.098617,"1 day, 4:08:15",15,11,11,7,0.4815071600203638,0.005893254233926912,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,37.0,36.0,37.75,OFF,MAXN
