timestamp,time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power POM_5V_CPU,Power POM_5V_GPU,Power TOT,jetson_clocks,nvp model
2025-07-18 07:42:13,2025-07-18 07:42:13.035232,20:15:08.650000,33,13,17,21,0.26274151173584925,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,37.0,31.0,29.0,27.5,30.75,493,41,1725,OFF,MAXN
2025-07-18 07:42:14,2025-07-18 07:42:14.037693,20:15:09.660000,11,1,3,4,0.2628095085114225,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,37.0,30.5,29.5,27.5,29.75,411,0,1604,OFF,MAXN
2025-07-18 07:42:15,2025-07-18 07:42:15.039180,20:15:10.660000,5,2,5,2,0.26284005778740466,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,37.0,31.5,30.0,28.0,30.0,452,0,1563,OFF,MAXN
2025-07-18 07:42:16,2025-07-18 07:42:16.040820,20:15:11.660000,4,3,6,2,0.2627789592354403,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,36.5,31.0,29.0,27.0,30.25,452,0,1604,OFF,MAXN
2025-07-18 07:42:17,2025-07-18 07:42:17.042819,20:15:12.660000,6,0,4,3,0.26275235180152035,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,36.5,31.0,29.5,27.5,30.25,452,0,1604,OFF,MAXN
2025-07-18 07:42:18,2025-07-18 07:42:18.044499,20:15:13.660000,4,2,7,5,0.26290312726040005,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,37.0,31.0,29.0,27.0,30.25,493,0,1643,OFF,MAXN
2025-07-18 07:42:19,2025-07-18 07:42:19.046099,20:15:14.660000,7,4,7,2,0.26288046166854234,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,36.5,31.5,29.5,27.5,30.0,452,0,1563,OFF,MAXN
2025-07-18 07:42:20,2025-07-18 07:42:20.047252,20:15:15.670000,2,2,5,2,0.2629149527865867,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,37.0,31.5,29.0,27.0,30.0,452,0,1563,OFF,MAXN
2025-07-18 07:42:21,2025-07-18 07:42:21.048827,20:15:16.670000,4,2,7,3,0.2628233049586402,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,36.5,31.0,29.5,27.5,30.25,452,0,1563,OFF,MAXN
2025-07-18 07:42:22,2025-07-18 07:42:22.050812,20:15:17.670000,4,0,7,0,0.26289622903679116,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,36.5,31.0,29.5,27.5,30.25,452,0,1604,OFF,MAXN
2025-07-18 07:42:23,2025-07-18 07:42:23.052677,20:15:18.670000,4,4,3,7,0.26292677831277333,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,36.5,31.5,29.5,27.5,30.0,534,0,1684,OFF,MAXN
2025-07-18 07:42:24,2025-07-18 07:42:24.054686,20:15:19.670000,6,4,7,4,0.2627700900908003,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,36.5,31.0,29.5,27.5,30.25,452,0,1563,OFF,MAXN
2025-07-18 07:42:25,2025-07-18 07:42:25.056520,20:15:20.670000,3,3,3,5,0.2628252758796713,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,36.5,31.0,29.0,27.0,30.0,452,0,1563,OFF,MAXN
2025-07-18 07:42:26,2025-07-18 07:42:26.058103,20:15:21.680000,5,3,4,2,0.26287159252390235,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,36.5,31.0,29.0,27.0,30.25,452,0,1563,OFF,MAXN
2025-07-18 07:42:27,2025-07-18 07:42:27.059937,20:15:22.680000,5,0,4,2,0.26292874923380444,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,36.5,31.0,29.0,27.0,29.75,452,0,1563,OFF,MAXN
2025-07-18 07:42:28,2025-07-18 07:42:28.061795,20:15:23.680000,3,3,8,2,0.26289425811576006,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,36.5,31.0,29.5,27.5,30.0,493,0,1602,OFF,MAXN
2025-07-18 07:42:29,2025-07-18 07:42:29.063222,20:15:24.680000,3,4,5,3,0.2628065521298758,0.0,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,36.5,31.0,29.5,27.5,30.25,452,0,1563,OFF,MAXN
