timestamp,time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,jetson_clocks,nvp model
2025-07-19 18:01:29,2025-07-19 18:01:29.858728,6:21:23.770000,7,13,7,6,0.44984222005201885,0.000614152880254024,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,36.5,36.0,38.0,OFF,MAXN
2025-07-19 18:01:30,2025-07-19 18:01:30.860402,6:21:24.770000,14,9,10,5,0.4499392849289941,0.000614152880254024,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,37.75,OFF,MAXN
2025-07-19 18:01:31,2025-07-19 18:01:31.862013,6:21:25.770000,14,6,8,5,0.45011756735609143,0.000614152880254024,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,37.75,OFF,MAXN
2025-07-19 18:01:32,2025-07-19 18:01:32.863060,6:21:26.770000,14,6,7,8,0.44975704067018346,0.000614152880254024,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:01:33,2025-07-19 18:01:33.864915,6:21:27.770000,31,17,13,11,0.45226686106054276,0.000614152880254024,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.5,37.0,36.5,38.0,OFF,MAXN
2025-07-19 18:01:34,2025-07-19 18:01:34.866535,6:21:28.770000,17,89,5,7,0.461579146502594,0.000614152880254024,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,37.0,38.5,OFF,MAXN
2025-07-19 18:01:35,2025-07-19 18:01:35.868056,6:21:29.770000,19,95,15,16,0.4694513061168701,0.000614152880254024,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,40.0,37.0,36.5,38.5,OFF,MAXN
2025-07-19 18:01:36,2025-07-19 18:01:36.869619,6:21:30.770000,30,70,8,3,0.4716342753908842,0.000614152880254024,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,36.5,38.5,OFF,MAXN
2025-07-19 18:01:37,2025-07-19 18:01:37.871894,6:21:31.780000,37,74,21,15,0.48687742290770714,0.000614152880254024,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,45.0,42.0,37.5,37.0,38.5,OFF,MAXN
2025-07-19 18:01:38,2025-07-19 18:01:38.873901,6:21:32.780000,29,92,23,20,0.5031169711004185,0.0006587346913362937,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,45.0,40.0,37.0,36.5,38.5,OFF,MAXN
2025-07-19 18:01:39,2025-07-19 18:01:39.875418,6:21:33.780000,18,48,32,22,0.514410172399107,0.0007086970658250441,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,37.0,37.0,38.5,OFF,MAXN
2025-07-19 18:01:40,2025-07-19 18:01:40.877002,6:21:34.780000,14,12,5,9,0.5158760501330185,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.5,38.5,OFF,MAXN
2025-07-19 18:01:41,2025-07-19 18:01:41.878707,6:21:35.780000,12,6,10,6,0.5161216836992415,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,36.5,36.5,38.25,OFF,MAXN
2025-07-19 18:01:42,2025-07-19 18:01:42.879946,6:21:36.780000,17,11,8,8,0.516294023378769,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.0,37.0,36.0,38.0,OFF,MAXN
2025-07-19 18:01:43,2025-07-19 18:01:43.881795,6:21:37.780000,17,9,8,11,0.516424763825307,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.0,36.5,36.0,38.0,OFF,MAXN
2025-07-19 18:01:44,2025-07-19 18:01:44.882617,6:21:38.790000,14,11,7,9,0.5162583668933495,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.5,39.5,36.5,36.5,38.0,OFF,MAXN
2025-07-19 18:01:45,2025-07-19 18:01:45.884225,6:21:39.790000,12,13,7,6,0.5161177218675282,0.0007371371866878712,0,0.0,0.0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,44.0,39.5,37.0,36.0,38.0,OFF,MAXN
