Wall time,Step,Value
1753120474.5571673,100,2.2978322505950928
1753120479.191186,200,2.175286054611206
1753120483.793313,300,2.0360231399536133
1753120488.399252,400,1.9137721061706543
1753120493.0015867,500,1.8160470724105835
1753120497.6142077,600,1.7345640659332275
1753120502.2252564,700,1.6644355058670044
1753120506.8605573,800,1.638832688331604
1753120511.5088644,900,1.559566617012024
1753120516.0960329,1000,1.543184518814087
1753120520.7190635,1100,1.5378316640853882
1753120525.3132615,1200,1.5035030841827393
1753120529.9247231,1300,1.5135140419006348
1753120534.5322416,1400,1.4731136560440063
1753120539.138397,1500,1.4739995002746582
1753120542.0390055,1563,1.429461121559143
1753120557.9595325,1663,1.376128911972046
1753120562.601038,1763,1.4095430374145508
1753120567.225568,1863,1.3920233249664307
1753120571.858147,1963,1.38359797000885
1753120576.47336,2063,1.4036554098129272
1753120581.0843036,2163,1.3824657201766968
1753120585.6872447,2263,1.3474172353744507
1753120590.3189876,2363,1.3524014949798584
1753120594.9483526,2463,1.2731659412384033
1753120599.5714376,2563,1.3208540678024292
1753120604.190209,2663,1.320785641670227
1753120608.8180516,2763,1.2652957439422607
1753120613.4089746,2863,1.2917332649230957
1753120618.0195696,2963,1.2901521921157837
1753120622.6538126,3063,1.300437092781067
1753120625.5441973,3126,1.2859972715377808
1753120640.7641385,3226,1.2011228799819946
1753120645.377772,3326,1.230640172958374
1753120650.005777,3426,1.2140750885009766
1753120654.6453717,3526,1.2279202938079834
1753120659.2488172,3626,1.2361547946929932
1753120663.856561,3726,1.2139697074890137
1753120668.4466798,3826,1.1781736612319946
1753120673.081935,3926,1.2230945825576782
1753120677.7189553,4026,1.2044544219970703
1753120682.3333662,4126,1.2039284706115723
1753120686.961755,4226,1.198958396911621
1753120691.6033115,4326,1.190456748008728
1753120696.2370028,4426,1.1702228784561157
1753120700.8669517,4526,1.1888980865478516
1753120705.4833832,4626,1.1937373876571655
1753120708.3607216,4689,1.2224282026290894
1753120723.5516334,4789,1.0598634481430054
1753120728.1546102,4889,1.0895663499832153
1753120732.776187,4989,1.1290864944458008
1753120737.3667314,5089,1.1637119054794312
1753120741.9781463,5189,1.1280940771102905
1753120746.5859044,5289,1.1001200675964355
1753120751.1958528,5389,1.081597924232483
1753120755.7996416,5489,1.1254163980484009
1753120760.3874598,5589,1.133906602859497
1753120765.0152261,5689,1.1427570581436157
1753120769.6163476,5789,1.1402623653411865
1753120774.1991038,5889,1.1125284433364868
1753120778.8182838,5989,1.1269779205322266
1753120783.4382653,6089,1.1187999248504639
1753120788.0594788,6189,1.0863827466964722
1753120790.9386199,6252,1.1363298892974854
1753120806.1288626,6352,0.9944962859153748
1753120810.7410638,6452,1.0147050619125366
1753120815.3590279,6552,1.033713936805725
1753120820.008345,6652,1.0447583198547363
1753120824.6126513,6752,1.06289803981781
1753120829.2507105,6852,1.0228404998779297
1753120833.894161,6952,1.1073983907699585
1753120838.4856899,7052,1.0396844148635864
1753120843.115754,7152,1.0705710649490356
1753120847.7098205,7252,1.0455126762390137
1753120852.3391342,7352,1.090226411819458
1753120856.9532876,7452,1.007162094116211
1753120861.5456357,7552,1.0664414167404175
1753120866.1968346,7652,1.0801643133163452
1753120870.8096635,7752,1.041838526725769
1753120873.7249131,7815,1.096178650856018
1753120920.7914732,7915,1.1103312969207764
1753120925.4183497,8015,1.0903769731521606
1753120930.0516858,8115,1.1402462720870972
1753120934.6710658,8215,1.1074895858764648
1753120939.3052247,8315,1.115559458732605
1753120943.925225,8415,1.1216294765472412
1753120948.5451643,8515,1.0872671604156494
1753120953.1853933,8615,1.0849385261535645
1753120957.7792194,8715,1.0982904434204102
1753120962.4152093,8815,1.057117223739624
1753120967.070304,8915,1.046973705291748
1753120971.7195394,9015,1.1080459356307983
1753120976.3796947,9115,1.045615553855896
1753120981.0163283,9215,1.091124415397644
1753120985.619029,9315,1.0908644199371338
1753120988.5203514,9378,1.080114483833313
