Wall time,Step,Value
1753120489.4443655,100,2.29538631439209
1753120494.311405,200,2.1906516551971436
1753120499.1544156,300,2.0406816005706787
1753120504.0791528,400,1.9768142700195312
1753120509.0354316,500,1.8080826997756958
1753120513.9740222,600,1.7426940202713013
1753120518.8391438,700,1.6663447618484497
1753120523.762198,800,1.608245849609375
1753120528.608533,900,1.5536348819732666
1753120533.4980686,1000,1.5751664638519287
1753120538.2506258,1100,1.5331050157546997
1753120543.0808985,1200,1.5107831954956055
1753120548.024205,1300,1.4910051822662354
1753120552.858843,1400,1.4652940034866333
1753120557.557218,1500,1.4806554317474365
1753120560.540703,1563,1.4381061792373657
1753120575.4808223,1663,1.3913012742996216
1753120580.2350185,1763,1.4065207242965698
1753120585.0407104,1863,1.3656264543533325
1753120589.8566082,1963,1.3757497072219849
1753120594.6118667,2063,1.3789799213409424
1753120599.446687,2163,1.340764045715332
1753120604.2421114,2263,1.3485580682754517
1753120609.0799592,2363,1.313025951385498
1753120613.9136236,2463,1.3282952308654785
1753120618.7150009,2563,1.2968370914459229
1753120623.4734428,2663,1.313179612159729
1753120628.2726102,2763,1.2827435731887817
1753120633.0450776,2863,1.2692110538482666
1753120637.9022377,2963,1.2859551906585693
1753120642.7822323,3063,1.286012887954712
1753120645.833244,3126,1.2768890857696533
1753120661.7170846,3226,1.197037696838379
1753120666.5492895,3326,1.2135530710220337
1753120671.3468192,3426,1.1870940923690796
1753120676.197348,3526,1.1997379064559937
1753120681.0251193,3626,1.2451629638671875
1753120685.7897465,3726,1.2018877267837524
1753120690.603367,3826,1.1919766664505005
1753120695.408393,3926,1.2011518478393555
1753120700.2673016,4026,1.1890050172805786
1753120704.9969134,4126,1.1427931785583496
1753120709.7283573,4226,1.2274357080459595
1753120714.4559329,4326,1.205451250076294
1753120719.2012837,4426,1.1552289724349976
1753120723.9142036,4526,1.1977366209030151
1753120728.6464863,4626,1.169905185699463
1753120731.628365,4689,1.1857869625091553
1753120746.6707273,4789,1.0902271270751953
1753120751.533939,4889,1.0975866317749023
1753120756.3561132,4989,1.064125418663025
1753120761.1692393,5089,1.1506084203720093
1753120765.9135227,5189,1.0927910804748535
1753120770.626873,5289,1.0728724002838135
1753120775.401456,5389,1.090699553489685
1753120780.2073867,5489,1.112270712852478
1753120785.0080028,5589,1.126188039779663
1753120789.8542824,5689,1.1277830600738525
1753120794.7376206,5789,1.1260006427764893
1753120799.5780141,5889,1.0918512344360352
1753120804.4017422,5989,1.1161304712295532
1753120809.1329532,6089,1.117978572845459
1753120813.930774,6189,1.0816987752914429
1753120816.9420304,6252,1.1344667673110962
1753120832.3075104,6352,0.9895704388618469
1753120837.0755398,6452,1.0529096126556396
1753120841.8354213,6552,1.0220414400100708
1753120846.61774,6652,1.0140774250030518
1753120851.3702013,6752,1.074050784111023
1753120856.1174707,6852,1.0611785650253296
1753120860.9444797,6952,1.0155411958694458
1753120865.7092533,7052,1.0281578302383423
1753120870.5228078,7152,1.0650395154953003
1753120875.3070557,7252,1.0355045795440674
1753120880.120016,7352,1.056369662284851
1753120884.9764686,7452,1.0259170532226562
1753120889.7317507,7552,1.0298707485198975
1753120894.547463,7652,1.0466340780258179
1753120899.311786,7752,1.0468969345092773
1753120902.3591938,7815,1.0539559125900269
1753120921.102284,7915,1.1213682889938354
1753120925.9002893,8015,1.1003899574279785
1753120930.6340241,8115,1.1075108051300049
1753120935.4257047,8215,1.1500755548477173
1753120940.160877,8315,1.0820858478546143
1753120944.98299,8415,1.0394713878631592
1753120949.738465,8515,1.1050477027893066
1753120954.6340692,8615,1.1053398847579956
1753120959.4052737,8715,1.1287639141082764
1753120964.2413669,8815,1.078855276107788
1753120969.0909288,8915,1.0666556358337402
1753120973.9162753,9015,1.0580110549926758
1753120978.729662,9115,1.1035910844802856
1753120983.5400305,9215,1.0825308561325073
1753120988.4236164,9315,1.0809903144836426
1753120991.458834,9378,1.0858458280563354
1753121006.8526976,9478,0.9853386282920837
1753121011.6760933,9578,0.9794977903366089
1753121016.5175657,9678,1.0060878992080688
1753121021.3489642,9778,0.992030918598175
1753121026.1789584,9878,1.016707420349121
1753121031.0313654,9978,1.0051263570785522
