Wall time,Step,Value
1753121709.4139254,22582,0.7797291874885559
1753121714.0568285,22682,0.7872969508171082
1753121718.685638,22782,0.7976323962211609
1753121723.30436,22882,0.789125919342041
1753121727.9617646,22982,0.8349323272705078
1753121732.6004956,23082,0.8113029599189758
1753121737.233247,23182,0.8121544122695923
1753121741.8075094,23282,0.821779191493988
1753121746.461965,23382,0.8462455868721008
1753121749.3685274,23445,0.8220362067222595
1753121785.8143773,23545,0.6127533316612244
1753121790.4296172,23645,0.6734190583229065
1753121794.9870741,23745,0.6554323434829712
1753121799.580755,23845,0.6718897819519043
1753121804.2262673,23945,0.6954938769340515
1753121808.7982347,24045,0.726814329624176
1753121813.37443,24145,0.7097697854042053
1753121817.950252,24245,0.7786290049552917
1753121822.547389,24345,0.7221236228942871
1753121827.1755636,24445,0.6982553601264954
1753121831.758813,24545,0.8089247345924377
1753121836.3622918,24645,0.8132348656654358
1753121840.9027185,24745,0.8097220063209534
1753121845.5397043,24845,0.764366090297699
1753121850.1748245,24945,0.7690156698226929
1753121853.066145,25008,0.788053035736084
1753121867.5437832,25108,0.6597416400909424
1753121872.2021313,25208,0.7104488015174866
1753121876.795049,25308,0.7111132144927979
1753121881.44169,25408,0.6820300221443176
1753121886.0859108,25508,0.744229257106781
1753121890.6987329,25608,0.7757778763771057
1753121895.3110833,25708,0.7268074750900269
1753121899.9404516,25808,0.7073639631271362
1753121904.5987277,25908,0.7416377663612366
1753121909.234163,26008,0.7523905038833618
1753121913.8102982,26108,0.7632443904876709
1753121918.451061,26208,0.7543678879737854
1753121923.1090002,26308,0.7625284790992737
1753121927.7373245,26408,0.805994987487793
1753121932.3551135,26508,0.8609573245048523
1753121935.2433722,26571,0.7832674384117126
1753121949.5510483,26671,0.6217272877693176
1753121954.169373,26771,0.7123180627822876
1753121958.8032248,26871,0.6650522351264954
1753121963.4278572,26971,0.6845071911811829
1753121968.0270262,27071,0.7159913778305054
1753121972.6482134,27171,0.7212682962417603
1753121977.288195,27271,0.7340359091758728
1753121981.8848355,27371,0.7687540054321289
1753121986.5600855,27471,0.750588595867157
1753121991.1699135,27571,0.7280094623565674
1753121995.799576,27671,0.7068026661872864
1753122000.4204116,27771,0.8471521735191345
1753122005.0384457,27871,0.7974574565887451
1753122009.61614,27971,0.7962327599525452
1753122014.2091477,28071,0.7905654311180115
1753122017.1110432,28134,0.8558874130249023
1753122031.9348078,28234,0.6504476070404053
1753122036.526743,28334,0.6625435948371887
1753122041.1643074,28434,0.6959162950515747
1753122045.761488,28534,0.6659612655639648
1753122050.3695712,28634,0.7137315273284912
1753122055.048596,28734,0.701090931892395
1753122059.6815605,28834,0.7219482064247131
1753122064.2696903,28934,0.7304639220237732
1753122068.9149425,29034,0.7523027062416077
1753122073.5517933,29134,0.7371572852134705
1753122078.1832204,29234,0.7791528701782227
1753122082.8278804,29334,0.7214804291725159
1753122087.4431555,29434,0.775397777557373
1753122092.046401,29534,0.7446063160896301
1753122096.6971502,29634,0.8248242735862732
1753122099.5576825,29697,0.748325526714325
1753122114.2792406,29797,0.6686580181121826
1753122118.8359594,29897,0.683122992515564
1753122123.4198215,29997,0.6770113110542297
1753122127.9949098,30097,0.665268063545227
1753122132.604116,30197,0.7093876600265503
1753122137.2224329,30297,0.7192040681838989
1753122141.870793,30397,0.7038010358810425
1753122146.5027618,30497,0.704380214214325
1753122151.1520312,30597,0.725141704082489
1753122155.8314679,30697,0.7160367965698242
1753122160.44575,30797,0.7987465858459473
1753122165.0572252,30897,0.7543301582336426
1753122169.7285037,30997,0.74615877866745
1753122174.3357203,31097,0.779684841632843
1753122178.962751,31197,0.7919173836708069
1753122181.8742845,31260,0.7465597987174988
1753122218.237539,31360,0.5164963006973267
1753122222.8047607,31460,0.52339768409729
1753122227.4288938,31560,0.5487765073776245
1753122232.085127,31660,0.636857271194458
1753122236.6770778,31760,0.635443389415741
1753122241.2812748,31860,0.6615411043167114
1753122245.870079,31960,0.6423635482788086
1753122250.476801,32060,0.6472131013870239
1753122255.086539,32160,0.6603353023529053
1753122259.6709945,32260,0.6967870593070984
1753122264.2546535,32360,0.7104935646057129
1753122268.8209145,32460,0.7392034530639648
1753122273.392075,32560,0.7533292770385742
1753122277.990331,32660,0.7408801317214966
1753122282.6942627,32760,0.7368993163108826
1753122285.573921,32823,0.7599859833717346
1753122299.967903,32923,0.6119896173477173
1753122304.5530596,33023,0.5986635088920593
1753122309.1675203,33123,0.6149617433547974
1753122313.757658,33223,0.6558938026428223
1753122318.353138,33323,0.654451847076416
1753122322.949635,33423,0.6711578369140625
1753122327.579124,33523,0.7177984118461609
1753122332.2313173,33623,0.6897072792053223
1753122336.890168,33723,0.6984618306159973
1753122341.4868627,33823,0.7166588306427002
1753122346.088348,33923,0.750295877456665
1753122350.6077533,34023,0.6845136284828186
1753122355.1691751,34123,0.7640652060508728
1753122359.8009148,34223,0.716419517993927
1753122364.3414457,34323,0.8435003757476807
1753122367.2430997,34386,0.7372119426727295
1753122381.7105227,34486,0.5924767851829529
1753122386.3203707,34586,0.6740702390670776
1753122390.8791049,34686,0.7080512046813965
1753122395.5078328,34786,0.6222559809684753
1753122400.0931804,34886,0.6910884380340576
1753122404.6749616,34986,0.6758415102958679
1753122409.2842631,35086,0.6871789693832397
1753122413.9338984,35186,0.6708709597587585
1753122418.5378165,35286,0.6830307841300964
1753122423.168198,35386,0.7264190316200256
1753122427.77736,35486,0.7529323101043701
1753122432.4317608,35586,0.7556026577949524
1753122437.083836,35686,0.6836084723472595
1753122441.7572262,35786,0.7210851907730103
1753122446.4041195,35886,0.7188261151313782
1753122449.2920735,35949,0.7545811533927917
1753122463.64634,36049,0.5912773013114929
1753122468.2060213,36149,0.6307395100593567
1753122472.8212278,36249,0.6012744307518005
1753122477.4492903,36349,0.6952341794967651
1753122481.9982874,36449,0.7070876359939575
1753122486.536528,36549,0.6780948638916016
1753122491.1285844,36649,0.6808701157569885
1753122495.6828892,36749,0.6582849025726318
1753122500.272755,36849,0.7272067070007324
1753122504.8594067,36949,0.7269317507743835
1753122509.4288943,37049,0.693061351776123
1753122514.0411327,37149,0.7257776856422424
1753122518.6978981,37249,0.7011409401893616
1753122523.362183,37349,0.7333766222000122
1753122528.0247355,37449,0.7305249571800232
1753122530.9328244,37512,0.7678526639938354
1753122545.0060904,37612,0.6286723613739014
1753122549.541641,37712,0.5994279384613037
1753122554.1789765,37812,0.7422149181365967
1753122558.7552302,37912,0.6322997212409973
1753122563.4002223,38012,0.6275414824485779
1753122568.0001047,38112,0.6774193644523621
1753122572.5976028,38212,0.6663818359375
1753122577.2547863,38312,0.6800711750984192
1753122581.9397178,38412,0.6962770819664001
1753122586.5409622,38512,0.7178272008895874
1753122591.1127493,38612,0.7020320296287537
1753122595.7342749,38712,0.7157424688339233
1753122600.354316,38812,0.7374152541160583
1753122604.9808097,38912,0.7239253520965576
1753122609.5922441,39012,0.7552822232246399
1753122612.4647038,39075,0.7333059906959534
