Wall time,Step,Value
1753120570.7354774,1,48.060001373291016
1753120656.8357499,2,54.2400016784668
1753120741.8738978,3,58.880001068115234
1753120827.5188763,4,60.310001373291016
1753120913.2220182,5,62.06999969482422
1753121001.9295511,6,61.380001068115234
1753121088.5640259,7,62.09000015258789
1753121174.7398424,8,61.36000061035156
1753121261.366275,9,63.16999816894531
1753121346.7471216,10,63.779998779296875
1753121435.4381955,11,63.560001373291016
1753121521.2428842,12,62.7400016784668
1753121607.3747184,13,63.5099983215332
1753121694.3402503,14,63.16999816894531
1753121779.9092946,15,61.84000015258789
1753121868.434284,16,63.529998779296875
1753121954.400345,17,61.369998931884766
1753122039.4171999,18,61.91999816894531
1753122126.50689,19,61.189998626708984
1753122212.0081415,20,61.189998626708984
1753122300.5422053,21,60.880001068115234
1753122386.628382,22,62.029998779296875
1753122472.1626773,23,60.43000030517578
1753122558.6414237,24,61.380001068115234
1753122644.9327722,25,60.5
